Branch,Last Name,First Name,MI,Suffix,Gender,BIRTHDAY,Date Hired,Branch Deployed,Brand Handled,EMPLOYMENT STATUS,SUB STATUS,AGENCY,FROM,TO
VIAC,TOLENTINO, FRANKLIN,,,MALE,6/13/2000,6/2/2023,PRODUCT SPECIALIST,TOSHIBA,PERMANENT,MULTI BRAND,"Toshiba Global Commerce Solutions (Philippines), Inc.",,
VIAC,BATUIGAS, CHRISTINE,,,FEMALE,10/14/2000,1/11/2023,PRODUCT SPECIALIST,PANASONIC,PERMANENT,STATIONARY,"Matsushita Electric Industrial Co., Ltd.",,
VIAC,TACUYAN, ALZEN JOY,,,FEMALE,10/15/2000,4/1/2023,PRODUCT SPECIALIST,PANASONIC,PERMANENT,STATIONARY,"Matsushita Electric Industrial Co., Ltd.",,
VIAC,DE LOS REYES, LEVY,,,FEMALE,10/16/2000,12/13/2018,PRODUCT SPECIALIST,SAMSUNG,PERMANENT,STATIONARY,"Samsung Electronics Co., Ltd.",,
VIAC,EULA, ANGELICA JOY,,,FEMALE,10/17/2000,2/22/2023,PRODUCT CONSULTANT,TCL,PERMANENT,STATIONARY,TCL Sun Inc.,,
VIAC,CELESTIAL, SYRUS MARK,G,,MALE,10/18/2000,4/19/2024,AC PRODUCT SPECIALIST,TCL,PERMANENT,STATIONARY,TCL Sun Inc.,,
VIAC,GREGORI, FRANCIS ERNIE,V,,MALE,10/19/2000,1/20/2025,PRODUCT SPECIALIST,TCL,PERMANENT,STATIONARY,TCL Sun Inc.,,
VIAC,FERNANDEZ, RUBEN JHAN ,,,MALE,10/20/2000,9/19/2022,PRODUCT SPECIALIST,UNION,PERMANENT,STATIONARY,Union Global Marketing Corp.,,
VIAC,PLAIDA, JOHN NICOLE,,,FEMALE,10/21/2000,2/20/2025,AV/DA PRODUCT SPECIALIST,HAFELE,PERMANENT,STATIONARY,"Häfele Philippines, Inc.",,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
